,2DEVP_S1,2DEVP_S2,2DEVP_S3,2DExomere_S1,2DExomere_S2,2DExomere_S3,2DSuper_S1,2DSuper_S2,2DSuper_S3,3DEVP_S1,3DEVP_S2,3DEVP_S3,3DExomere_S1,3DExomere_S2,3DExomere_S3,3DSuper_S1,3DSuper_S2,3DSuper_S3,FPLCExomere_S1,FPLCExomere_S2,FPLCExomere_S3,FPLCExomere_S4,FPLCSuper_S1,FPLCSuper_S2,FPLCSuper_S3,FPLCSuper_S4,3DEV_S1,3DEV_S2,3DEV_S3,3DEV_S4,3DhEV_S1,3DhEV_S2,3DhEV_S3,3DhEV_S4,3DNV_S1,3DNV_S2,3DNV_S3,3DNV_S4,NCBSuper_S1,NCBSuper_S2,NCBSuper_S3,NCBEV_S1,NCBEV_S2,NCBEV_S2,NCBExomere_S1,NCBExomere_S2,NCBExomere_S3
DPYSL2,4.385395623,4.013822575,3.544865169,5.063641734,4.797294216,4.488413743,4.597000907,4.759715303,4.20113292,5.064625813,4.976842159,4.868182395,5.642838452,5.663982828,5.59204154,4.795328715,4.786618309,4.92622701,3.340770694,4.182785547,3.613037926,4.215726552,5.098363733,4.87294656,5.081545906,5.392317423,0,1.373875901,1.931003366,2.474606879,0,0,0,0,0,0,0,0,4.013681564,4.038042552,4.026398205,2.768410014,2.182886454,1.185956953,4.202055235,4.575064679,4.474552883
DRAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.867824406,0,2.795384697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRAP1,0,0,0,0.966587184,0.968891745,0.921132385,0.894759661,0.9499485,0.90279184,0.96708259,0.903929473,0.956200116,1.546060213,1.618677671,1.589786044,1.021139762,1.53606782,1.632427638,0,1.653127323,1.168913826,0,0.90705003,1.529484238,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRG1,1.994551864,2.740444656,2.919685889,2.268089723,2.271827737,3.176707196,3.703787505,3.606636986,3.898681406,1.950337883,2.164986415,2.251195448,2.275117866,1.618677671,1.589786044,1.021139762,0.963485218,1.03574445,0,0,1.806054709,1.234105921,0.90705003,1.529484238,0.916958742,2,0,0,0,0,0,0,0,0,0,0,0,0,3.411761316,3.43529668,3.32743251,0,1.124462919,0,2.812485386,2.746092798,2.735914953
DSC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965981088,0,0,0,0,0
DSC2,0.996370196,0.961347078,0,2.528836668,2.945112293,1.880020556,4.041541069,3.904682107,3.401423861,0.96708259,1.853383544,1.933791208,2.536168495,2.850560031,2.327714414,3.497640075,3.837964422,3.232871055,0,0,0,0,3.150050254,3.623042415,3.304702086,1,0,0,0,0,0,0,0,0,0,0,0,0,1.616472452,1.927897643,1.257310231,0,2.516220617,2.270656823,0.739362081,0,0.772077092
DSG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.281008069,2.786809276,0,0,0,0
DSG2,4.080622667,3.388364695,2.754024153,3.109978656,2.945112293,2.859016798,4.743030372,5.030394601,4.712636366,1.950337883,3.279702347,4.237538143,2.536168495,2.626984775,2.813553664,4.625211972,4.629378472,4.65271247,0,0,0,1.889360771,4.570182849,4.504525117,4.590446441,3.321928095,4.220308535,4.2100965,4.793137891,4.375179769,4.314617226,0,0,1.933211842,0,0,0,0,3.95081432,4.098349486,3.680236507,5.277545094,5.089400815,5.340897612,1.588954437,1.785217586,1.272293996
DSP,4.315023641,4.38471777,3.326158875,3.936702387,3.749037927,3.176707196,4.114925189,4.151572014,3.719788928,4.024863517,3.982732963,3.503618698,0.970922069,1.618677671,1.589786044,3.359759433,3.255521121,3.061983348,4.642129225,4.488737827,5.009463116,3.18810514,0.90705003,1.529484238,0.916958742,1,2.072868086,2.529815193,2.728226634,2.474606879,0,0,0,0,0,0,0,4.016906216,3.74388796,3.234962537,3.514592303,4.600166449,4.549907537,3.485573737,4.035365473,3.536349599,3.538029059
DSTN,3.578300868,3.388364695,2.754024153,3.523102099,3.114149002,2.451014583,3.499731284,3.712975173,3.898681406,4.184907225,3.814276912,4.086043188,2.948722432,3.214705715,3.466005187,2.843407086,2.744180469,2.644053871,2.145448836,2.894418153,3.283768429,3.988767131,2.426542826,3.383238525,3.018820504,0,2.89033867,3.399164795,3.238727139,3.338612139,2.053047961,0,0,0,0,0,0,0,2.84774274,2.5628543,2.714132425,0,1.124462919,0,2.120082319,1.785217586,2.182257962
DTD1,0,0,0,0,0.968891745,0.921132385,2.977170172,2.911236342,2.825330619,0,0,0.956200116,2.536168495,2.626984775,2.590989414,3.036793753,3.104356784,3.385643851,0,0,0,0,2.833183695,2.926737964,3.168830955,3.321928095,0,0,0,0,0,0,0,0,0,0,0,0,1.616472452,1.927897643,0,0,0,0,0,0,0
DTNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.529815193,2.383995806,2.474606879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTX2,3.315387858,3.513288396,1.401468483,0,0,0,0,0,0,1.540903575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.646978729,4.439062363,4.554934114,4.572331312,3.76545739,0,0,0,0,0,0,0,0,0,0,3.957349526,3.538765735,3.641116292,0,0,0
DTX3L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739362081,1.395685978,0
DTX4,0.996370196,1.941625202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.064647663,2.728226634,2.474606879,0,0,0,0,0,0,0,0,0,0,0,3.658455047,3.678301451,3.112842797,0,0,0
DUSP23,0.996370196,0.961347078,1.791837015,0,0,0,0,0,0,0,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739362081,1.395685978,1.272293996
DUT,0,0,0,0,0,0,2.149649735,2.240990417,1.851615862,0,0,0,0,0,0,0,0,0,0,0,0,0,1.858228386,1.937434512,1.873574051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYM,0,0,0,0,0,0.921132385,0.894759661,0.9499485,1.453839514,0.96708259,0.903929473,0.956200116,0,0,0,0,0,0,0,1.05142317,0,1.234105921,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNC1H1,6.981473301,7.082064411,7.316728423,6.218671621,5.796186983,5.484990403,2.405039482,2.500551849,2.163087258,7.753877089,7.708781587,7.458413867,5.152319168,5.334416413,6.216585194,0,0,0,5.229813011,6.623576844,5.899076671,6.734488874,0,0,0,0,0,1.373875901,1.931003366,0,0,0,0,0,0,0,2.598717113,0,3.411761316,3.12329515,2.991405198,5.525290115,4.688419698,3.909443662,6.415304453,6.338525642,6.313928966
DYNC1I2,3.163465689,3.100475979,3.642923751,2.268089723,1.953082406,1.47881758,0,0,0,3.399011692,3.517762757,2.922454862,0,1.025359956,1.003619168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.151774346,2.5628543,2.552558415,1.965981088,1.748636129,1.185956953,3.175245132,3.194667265,3.246821555
DYNC1LI1,2.578907744,2.519953374,2.56684197,0.966587184,0.968891745,1.47881758,0,0.9499485,0.90279184,2.750456577,3.279702347,2.922454862,0.970922069,1.025359956,1.003619168,0,0,0,0,2.403347751,1.168913826,1.889360771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294777441,0,0,1.87882341,2.091622856,2.182257962
DYNC1LI2,0,0,0.864613417,0,0,1.880020556,0,0,0,2.750456577,2.638521785,2.251195448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.151774346,1.927897643,2.16228771,0,0,0,2.326717095,2.34421514,2.735914953
DYNLL1,1.994551864,1.533191662,1.791837015,1.540237874,1.543333959,1.47881758,0,0,0,1.950337883,1.853383544,1.933791208,0.970922069,0,1.003619168,0,0,0,1.714955817,2.076463354,2.246490367,1.889360771,0,1.529484238,0.916958742,0,1.380514028,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0,0,0,0,1.965981088,2.516220617,1.185956953,1.588954437,2.091622856,0.772077092
DYNLT1,1.58012073,1.533191662,1.401468483,0.966587184,0.968891745,0.921132385,0,0.9499485,0.90279184,1.540903575,1.455392216,0.956200116,0.970922069,0,0,0,0,0,1.098576504,1.05142317,1.168913826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294777441,0,0,1.588954437,0,1.937685898
DYNLT3,0.996370196,0.961347078,1.401468483,0.966587184,0.968891745,0.921132385,0,0,0,2.268893588,2.421096055,2.511206051,0.970922069,1.025359956,1.003619168,0,0,0,1.098576504,1.05142317,1.806054709,1.889360771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECE1,1.994551864,1.533191662,0.864613417,0,0,0,0,0,0,0,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0.90705003,0.958592587,0,1,4.220308535,4.439062363,4.16021177,4.375179769,3.76545739,0,3.687544579,3.241403097,0,0,0,0,0,0,0,3.815629022,3.678301451,3.485573737,0,0,0
ECH1,0,0,0,4.579004779,4.524736818,4.887292885,3.703787505,3.812010579,3.719788928,4.636455606,4.203444751,4.669311198,7.290341989,7.168867341,7.062457496,6.308223406,6.116886202,6.317644995,0,3.08882233,1.806054709,2.338300494,6.510112879,6.516766189,6.460035169,4.584962501,2.072868086,1.373875901,0,0,0,0,0,0,0,0,0,0,5.403433994,4.894879938,4.740073956,0,0,0,2.668005625,2.746092798,2.881574594
ECHDC1,0,0,0,1.540237874,1.953082406,0.921132385,0.894759661,0.9499485,0,2.941892081,2.827430592,2.511206051,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702653929,1.264537373,0,0,0,0,2.507429953,2.559102357,1.937685898
ECHS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249442867,1.264537373,1.625618656,0,0,0,0,0,0
ECI1,0,0,0,0,0,0.921132385,1.442864021,0.9499485,2.992305255,1.540903575,2.164986415,2.511206051,2.536168495,2.850560031,2.813553664,3.846371158,3.738788903,3.649832041,0,0,0,0,4.209776525,4.008505655,4.086304413,4.321928095,2.072868086,1.373875901,0,1.333072201,0,0,0,0,0,0,0,0,2.702653929,2.724651641,2.859419746,0,0,0,0,0,0
ECM1,1.58012073,1.533191662,0,4.635482004,4.939105679,3.756000002,5.954436158,6.028888575,4.759710761,3.844824317,5.265275131,5.770591135,5.800260522,5.882304632,5.839992777,6.911985322,6.892413607,6.699284911,5.612947614,5.491067669,5.670640436,4.94259963,6.551084765,6.424706769,6.531030128,6.918863237,0,0,0,0,0,0,1.989531496,0,0,4.272170993,4.716298833,0,4.131750065,4.461890204,4.450052926,0,0,0,1.225814757,0.860421079,0.772077092
ECM29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541325441,2.724651641,3.32743251,1.965981088,1.748636129,1.185956953,4.896553404,4.575064679,4.726730993
ECPAS,4.452494049,4.317777446,4.632541544,4.841578479,4.89336671,4.887292885,2.810463839,2.720458447,3.141943704,4.793726137,4.762065226,4.307709643,2.757142261,2.037874702,3.328436075,0,0,0,2.145448836,2.894418153,1.806054709,3.18810514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC4,0,0,1.401468483,0,0,0,0,0,0,1.540903575,2.164986415,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739362081,0.860421079,0.772077092
EEA1,0,0,0,0.966587184,0.968891745,0,4.251363295,4.988662966,4.712636366,0.96708259,3.517762757,4.374625784,3.852128841,3.746915315,4.094267871,6.363385115,6.230763472,6.023708866,7.408814389,7.290232126,7.880830142,7.290211023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.908809775,2.380592238,1.625618656,0,0,0,1.588954437,0.860421079,1.272293996
EEF1A1,6.720720436,6.780305102,7.020965666,6.591278884,6.624222505,6.733963288,6.891469205,6.627014175,7.251003491,6.816617145,7.031242694,6.794449299,6.170864014,5.956348586,6.094586071,6.149899005,6.056389191,6.046810139,5.646209231,6.249447909,5.441164748,5.918949769,4.40120489,5.983341686,5.259328812,3,5.56999911,5.509900127,5.609531956,5.632860104,4.711414598,3.404975348,3.687544579,3.617789703,4.828721577,3.724066632,4.015464754,0,7.259397724,7.438855819,7.330084047,6.231182081,5.907135444,5.867437289,7.34282527,7.379901048,7.688185516
EEF1B2,2.578907744,2.931662233,2.754024153,3.109978656,3.402362581,3.026589061,2.977170172,3.367096615,2.992305255,2.941892081,3.279702347,3.503618698,3.117818628,3.367259864,3.328436075,1.61308057,1.944875303,2.053289965,1.098576504,2.076463354,1.168913826,1.234105921,0,0.958592587,0.916958742,0,1.380514028,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0,3.816211721,3.76792108,3.424045294,1.294777441,0,0,3.374639589,3.431197404,3.780213522
EEF1D,3.315387858,3.628251645,3.979598316,3.109978656,3.265441068,2.859016798,3.795922944,4.073877018,3.812006199,3.524028291,3.517762757,3.503618698,3.117818628,2.850560031,3.176352815,2.620025286,2.935479543,2.378701702,2.145448836,2.894418153,1.806054709,0,1.459649025,0.958592587,1.473143559,0,0,0,0,0,0,0,0,0,0,0,0,0,3.411761316,3.9751043,3.897720983,1.965981088,1.124462919,1.185956953,2.94380414,2.911604374,3.135041216
EEF1E1,2.993641837,2.519953374,2.919685889,2.941009732,1.953082406,2.451014583,1.839113208,1.51783371,2.163087258,2.529675346,2.421096055,2.731434726,0,1.025359956,0,0,0,0,0,2.076463354,0,0,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965981088,1.748636129,1.185956953,2.668005625,2.34421514,2.182257962
EEF1G,5.899743279,6.05206308,6.376519066,5.606164249,5.638773507,5.56886065,6.088001824,5.944090997,6.370687008,5.662602554,5.50553947,5.404919765,5.964536072,5.63421446,5.67951322,5.288812662,5.482225189,5.560945301,5.915389753,6.076805948,5.95821057,5.747974157,4.901196998,4.776923373,4.963309897,5,3.172816473,4.2100965,4.041997863,4.146756747,4.526614972,6.338740881,5.412616341,5.338660701,6.061833523,6.091289205,5.539695345,6.16752107,6.595980482,6.662189291,6.755798551,5.277545094,4.985741569,4.72807568,6.710982882,6.084842134,6.753106127
EEF2,6.899682557,6.988320076,7.367810812,7.020353921,7.035599207,7.096212871,7.174956829,6.986336967,7.29161119,6.648291104,6.836053104,6.732019606,6.417653045,6.353436918,6.57700898,6.484442137,6.386316135,6.496087752,6.378219798,6.772544327,6.564252638,6.697370664,5.566388451,5.848116752,5.809005661,5.426264755,5.303293763,5.292774969,5.432894157,5.541687709,2.867824406,2.069533795,4.63044284,4.557799622,4.828721577,5.451253497,6.166006039,5.187453585,7.557191377,7.561747778,7.682313234,6.389623814,6.117940455,5.929121105,7.647403555,7.602065238,7.653107685
EEFSEC,0.996370196,1.533191662,2.56684197,0,0,0.921132385,0,0,0,1.540903575,0,1.526262086,0,0,1.003619168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616472452,0,0,0,0,0,1.588954437,1.395685978,1.643015738
EEPD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89033867,3.399164795,3.005940259,3.103821595,0,0,0,0,0,0,0,0,0,0,0,0,1.748636129,0,0,0,0
EFCAB14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.013916734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFHD2,0,0,0,0,0,0,0.894759661,1.924256156,1.851615862,0.96708259,1.455392216,1.526262086,2.275117866,2.037874702,1.589786044,2.355604609,2.263052434,2.644053871,0,0,0,0,3.000298925,3.623042415,3.018820504,3.169925001,2.538745146,2.88100595,2.383995806,2.823248847,0,0,0,1.933211842,0,0,0,0,0,0,0,0,0,0,0,0,0
EFL1,0.996370196,0.961347078,1.401468483,1.540237874,1.543333959,2.193583806,0,0.9499485,0,0.96708259,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFNA1,0,0,0,0,0,0,1.442864021,0.9499485,0,0,0,0,0,0,0,0,0,1.03574445,0,0,0,0,0.90705003,0.958592587,0.916958742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFNB1,2.993641837,3.251589451,1.401468483,0,0,0,2.810463839,3.230546315,0.90279184,1.950337883,1.853383544,2.731434726,0,0,0,2.843407086,2.744180469,3.061983348,0,0,0,1.889360771,3.629670641,3.246517199,3.840157301,3.700439718,3.947899965,3.937808665,3.913226003,4.146756747,3.385355532,0,2.795384697,1.933211842,0,0,0,0,0,0,1.625618656,4.204821313,4.396670707,4.503184844,1.588954437,2.091622856,1.272293996
EFNB2,3.900107558,4.013822575,1.401468483,0,0,0,2.621946525,3.367096615,2.163087258,0,0,1.526262086,0,0,0,3.036793753,2.744180469,3.232871055,0,0,0,0,2.644143159,2.735625828,2.85138244,3.459431619,3.408938331,2.88100595,3.615041015,2.013916734,0,0,0,1.933211842,0,0,0,0,0,0,1.257310231,4.600166449,4.396670707,4.656937282,0.739362081,0.860421079,0.772077092
EFR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064647663,2.383995806,0,0,0,0,0,0,0,0,0,0,0,0,1.294777441,1.748636129,1.827934899,0,0,0
EFTUD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616472452,1.63401345,1.9187651,0,0,0,2.668005625,2.559102357,2.182257962
EFTUD2,2.316116017,3.251589451,3.202968816,4.458950855,4.332473679,4.094642998,2.977170172,2.500551849,2.825330619,3.262125066,2.638521785,2.731434726,2.275117866,1.618677671,2.005425354,0,0,0,1.098576504,1.653127323,1.806054709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.502231222,3.12329515,3.22388253,0,0,0,4.093095311,4.113647402,3.921677548
EGFR,8.296535045,8.335494074,7.367810812,5.291621636,5.224147734,5.199438379,5.179164858,5.485258516,4.805297555,7.010716977,6.246396207,6.865964948,5.586301015,5.603818891,5.62179195,6.289357306,6.076838032,6.259504747,6.317573126,6.165707817,6.445283479,7.132294956,6.364472132,6.10697099,6.116574249,6.700439718,10.19825275,10.09391673,10.11556653,10.11258682,9.974116048,10.06631242,9.437256218,9.278890457,8.187987363,7.476644698,7.206202121,6.676060389,5.06052968,5.085713016,5.103158265,9.224831073,9.388395102,9.461231197,5.659307367,5.79813,5.554657431
EHD1,4.080622667,3.734726159,3.326158875,1.540237874,1.543333959,0.921132385,0,0,0.90279184,3.639070203,2.827430592,2.731434726,0.970922069,1.025359956,1.003619168,0,0,0,1.098576504,0,1.168913826,1.234105921,0,0,0,0,5.303293763,5.653674256,5.432894157,5.676372903,3.76545739,0,0,0,0,0,0,0,0,0,0,4.763467141,4.874053704,5.093970262,1.225814757,1.785217586,0.772077092
EHD4,3.693731392,3.100475979,2.919685889,0,0,0,0,0,0,3.524028291,3.279702347,2.511206051,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,5.469153458,5.458604873,5.479122139,5.632860104,3.76545739,0,0,1.933211842,0,0,0,0,0,0,0,4.314267921,4.313482325,4.503184844,0,0.860421079,0
EIF1AX,1.58012073,1.941625202,2.098758683,1.540237874,0.968891745,0.921132385,0,0,1.453839514,1.950337883,1.853383544,1.933791208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772077092
EIF2A,2.316116017,1.533191662,2.098758683,0.966587184,0.968891745,1.880020556,2.977170172,3.606636986,3.515531724,1.540903575,2.421096055,1.526262086,0,0,0,0,0,0,0,1.05142317,0,1.889360771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702653929,2.5628543,2.16228771,0,0,0,1.87882341,1.785217586,1.272293996
EIF2AK2,0.996370196,1.533191662,0.864613417,0,0,0,0,0,0,1.950337883,1.853383544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2B1,1.58012073,2.259576362,1.791837015,1.540237874,1.953082406,2.193583806,2.405039482,1.924256156,2.419108186,1.950337883,2.164986415,2.251195448,1.546060213,1.025359956,1.589786044,0,0,0,0,0,0,2.680193992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.908809775,1.63401345,1.257310231,1.294777441,0,0,2.507429953,0.860421079,0.772077092
EIF2B3,1.58012073,0.961347078,2.098758683,1.949586033,1.953082406,1.880020556,0.894759661,0.9499485,0.90279184,1.950337883,2.164986415,0.956200116,0.970922069,1.025359956,1.003619168,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225814757,0,0.772077092
EIF2B4,0.996370196,0.961347078,3.068269276,0,0,0.921132385,0,0,0,0.96708259,1.853383544,0.956200116,0,1.025359956,1.003619168,0,0,0,0,0,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87882341,1.395685978,1.937685898
EIF2B5,0,0,2.351701379,0,0,0,0,0,0,0.96708259,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739362081,0,0.772077092
EIF2C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616472452,1.63401345,0,0,0,0,0,0,0
EIF2C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.979564372,1.927897643,2.859419746,0,0,0,1.87882341,2.091622856,2.182257962
EIF2S1,3.578300868,3.628251645,3.902505716,3.398093484,3.265441068,3.312666648,3.605364131,3.491832663,3.621272161,2.268893588,2.638521785,1.933791208,0,0,0,0,0,1.03574445,0,0,1.168913826,0,1.858228386,0,0.916958742,2,0,0,0,0,0,0,1.989531496,1.933211842,4.519429818,5.451253497,6.060635542,5.54119875,3.502231222,3.525913734,3.514592303,3.047356427,3.014573476,2.608944111,3.549792363,3.970874501,3.623355003
EIF2S2,1.994551864,1.533191662,3.068269276,2.749592966,2.271827737,2.669391044,1.442864021,1.924256156,2.636470024,2.941892081,2.827430592,2.922454862,0,1.025359956,0,0,0,0,0,0,0,1.234105921,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,2.598717113,0,0,0,1.257310231,1.294777441,0,0,3.064160716,2.091622856,2.881574594
EIF2S3,3.900107558,4.247579354,4.313216014,4.327992353,4.399449,4.368714044,4.114925189,3.904682107,3.898681406,3.745612183,3.62351829,3.378779227,2.275117866,2.362292771,2.005425354,0,0,1.03574445,1.714955817,2.403347751,2.583445471,3.18810514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.187348038,4.211889821,4.086674113,4.086385166,3.538765735,3.485573737,4.351464903,4.575064679,4.474552883
EIF3A,4.693451201,4.831202674,4.769097515,5.10422885,5.026450493,5.051791299,3.261982234,3.367096615,1.851615862,4.521196453,4.453368265,4.558551138,4.528704944,4.571693667,4.591891283,0,0,0,4.642129225,4.741022553,4.473994679,4.584363563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.587361076,2.870119476,3.32743251,3.957349526,2.786809276,2.270656823,4.760650093,4.670559624,4.726730993
EIF3B,4.16306102,4.448689336,3.979598316,4.520226243,4.463452526,4.651179586,4.743030372,4.656890805,4.507288193,4.107103517,3.982732963,4.003879849,4.801293323,4.571693667,4.650796994,1.61308057,2.935479543,2.868099561,4.267755043,3.901441717,4.893058371,3.988767131,0,0,0,0,0,0,0,0,0,0,0,0,0,4.272170993,5.823551975,4.409490401,4.013681564,4.098349486,4.403417558,2.422279928,1.748636129,1.827934899,4.253596966,3.970874501,4.168757576
EIF3C,4.315023641,4.247579354,4.4276928,5.10422885,4.797294216,4.797429663,2.977170172,3.230546315,2.636470024,4.328956263,4.394828067,4.237538143,4.587498857,4.692160027,4.32879677,0,0.963485218,1.03574445,4.085769758,4.343856945,4.30205236,4.317084986,0,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,2.979564372,2.870119476,3.11232151,3.482040271,3.211234304,1.827934899,4.351464903,4.575064679,4.687644918
EIF3D,3.452825167,3.513288396,3.734739458,3.744673432,4.028337769,3.65727565,2.621946525,1.924256156,1.851615862,3.844824317,3.403637312,3.378779227,3.646291178,3.746915315,3.591590723,0,0,0,3.760834352,3.551606284,3.283768429,2.338300494,0,0,0,0,0,0,0,0,0,0,0,1.933211842,2.69678497,4.272170993,4.970157178,3.475828426,2.541325441,2.724651641,2.552558415,2.422279928,1.124462919,0,3.846869356,3.81240481,3.623355003
EIF3E,4.636878881,4.317777446,3.979598316,4.792748321,4.846130027,4.598938406,2.977170172,3.230546315,2.419108186,4.459919147,4.203444751,4.307709643,4.403400798,4.748819682,4.707391618,0,0,0,3.340770694,4.094962341,4.106809436,3.86032243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359658284,2.380592238,2.370579781,3.047356427,2.516220617,1.827934899,4.443113454,4.670559624,3.921677548
EIF3F,3.452825167,3.388364695,3.326158875,3.744673432,3.941110664,3.551296021,2.621946525,2.500551849,1.851615862,3.399011692,3.279702347,3.618510617,3.531197087,3.746915315,3.176352815,0,0,0,3.340770694,3.08882233,3.457776598,3.719314538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.100343189,2.724651641,2.552558415,3.658455047,3.014573476,2.270656823,4.202055235,3.81240481,3.780213522
EIF3G,0,0,0,0,0,0,0,0,0.90279184,2.268893588,1.455392216,1.526262086,0.970922069,2.362292771,1.589786044,0,0,0,1.098576504,2.669676924,2.246490367,0,1.459649025,0,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3H,3.452825167,3.513288396,3.202968816,4.023911454,4.110590354,4.168194276,2.621946525,2.500551849,2.636470024,3.639070203,3.279702347,3.242104959,3.531197087,3.505214095,3.466005187,0,0,0,2.972434909,2.894418153,2.856411626,2.338300494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.151774346,2.171928609,1.257310231,1.294777441,1.124462919,0,3.778136278,3.634355587,3.538029059
